age,gender,time_spent,PLATFORM,interests,location,demographics,profession,income,indebt,isHomeOwner,Owns_Car,demographics-PLATFORM
36,female,216:00:00,INSTAGRAM,Sports,Australia,Rural,Student,"$19,746",False,False,True,Rural-INSTAGRAM
61,male,96:00:00,YOUTUBE,Sports,Australia,Urban,Software Engineer,"$19,186",False,False,True,Urban-YOUTUBE
56,non-binary,72:00:00,INSTAGRAM,Travel,Australia,Urban,Marketer Manager,"$17,799",False,True,False,Urban-INSTAGRAM
44,non-binary,168:00:00,FACEBOOK,Travel,Australia,Urban,Marketer Manager,"$18,804",False,True,True,Urban-FACEBOOK
27,female,144:00:00,INSTAGRAM,Sports,United Kingdom,Urban,Student,"$10,595",True,False,True,Urban-INSTAGRAM
43,male,192:00:00,INSTAGRAM,Sports,Australia,Rural,Marketer Manager,"$17,875",True,False,True,Rural-INSTAGRAM
36,male,72:00:00,YOUTUBE,Travel,United States,Sub_Urban,Software Engineer,"$19,033",True,True,False,Sub_Urban-YOUTUBE
56,non-binary,120:00:00,YOUTUBE,Lifestlye,United Kingdom,Rural,Software Engineer,"$14,439",True,True,True,Rural-YOUTUBE
20,male,96:00:00,INSTAGRAM,Sports,Australia,Rural,Student,"$15,972",True,True,True,Rural-INSTAGRAM
62,male,96:00:00,FACEBOOK,Lifestlye,United States,Rural,Marketer Manager,"$10,858",True,True,False,Rural-FACEBOOK
30,female,96:00:00,INSTAGRAM,Travel,Australia,Sub_Urban,Student,"$15,519",True,False,True,Sub_Urban-INSTAGRAM
45,male,192:00:00,INSTAGRAM,Sports,United States,Urban,Software Engineer,"$17,385",True,False,True,Urban-INSTAGRAM
37,female,144:00:00,FACEBOOK,Lifestlye,United States,Rural,Student,"$18,636",True,True,False,Rural-FACEBOOK
45,non-binary,72:00:00,YOUTUBE,Lifestlye,United States,Rural,Marketer Manager,"$19,980",False,True,True,Rural-YOUTUBE
25,male,120:00:00,INSTAGRAM,Lifestlye,United States,Urban,Student,"$14,317",False,True,False,Urban-INSTAGRAM
58,non-binary,144:00:00,YOUTUBE,Travel,United Kingdom,Rural,Marketer Manager,"$13,454",True,True,True,Rural-YOUTUBE
56,non-binary,120:00:00,YOUTUBE,Travel,United Kingdom,Sub_Urban,Marketer Manager,"$11,030",False,False,True,Sub_Urban-YOUTUBE
18,male,144:00:00,FACEBOOK,Lifestlye,United States,Rural,Software Engineer,"$19,487",False,True,True,Rural-FACEBOOK
20,male,192:00:00,FACEBOOK,Lifestlye,Australia,Rural,Software Engineer,"$17,906",True,True,False,Rural-FACEBOOK
30,non-binary,168:00:00,YOUTUBE,Travel,United States,Urban,Software Engineer,"$11,447",True,True,False,Urban-YOUTUBE
45,male,120:00:00,INSTAGRAM,Lifestlye,United Kingdom,Rural,Marketer Manager,"$12,850",True,False,False,Rural-INSTAGRAM
42,female,144:00:00,YOUTUBE,Lifestlye,Australia,Rural,Student,"$18,106",False,False,True,Rural-YOUTUBE
50,female,96:00:00,INSTAGRAM,Travel,United Kingdom,Sub_Urban,Marketer Manager,"$17,151",False,False,True,Sub_Urban-INSTAGRAM
55,male,216:00:00,INSTAGRAM,Lifestlye,United Kingdom,Urban,Software Engineer,"$19,503",True,True,False,Urban-INSTAGRAM
23,non-binary,96:00:00,FACEBOOK,Lifestlye,Australia,Urban,Software Engineer,"$16,952",False,True,False,Urban-FACEBOOK
61,male,24:00:00,INSTAGRAM,Lifestlye,United States,Sub_Urban,Student,"$14,055",False,True,True,Sub_Urban-INSTAGRAM
62,male,168:00:00,INSTAGRAM,Travel,United States,Rural,Software Engineer,"$15,402",False,False,True,Rural-INSTAGRAM
49,non-binary,168:00:00,YOUTUBE,Lifestlye,United States,Urban,Software Engineer,"$19,281",True,False,True,Urban-YOUTUBE
62,non-binary,96:00:00,FACEBOOK,Travel,United States,Urban,Software Engineer,"$11,672",False,True,True,Urban-FACEBOOK
64,female,72:00:00,INSTAGRAM,Travel,Australia,Rural,Student,"$14,532",False,True,False,Rural-INSTAGRAM
38,non-binary,192:00:00,INSTAGRAM,Sports,Australia,Rural,Marketer Manager,"$14,924",False,False,True,Rural-INSTAGRAM
33,female,120:00:00,FACEBOOK,Sports,Australia,Urban,Software Engineer,"$16,085",False,True,True,Urban-FACEBOOK
38,non-binary,168:00:00,YOUTUBE,Lifestlye,United Kingdom,Rural,Student,"$17,734",False,True,True,Rural-YOUTUBE
28,male,96:00:00,FACEBOOK,Travel,Australia,Urban,Software Engineer,"$14,864",False,True,True,Urban-FACEBOOK
54,female,96:00:00,FACEBOOK,Sports,United States,Rural,Student,"$19,316",False,False,True,Rural-FACEBOOK
53,female,192:00:00,INSTAGRAM,Lifestlye,United Kingdom,Rural,Software Engineer,"$11,221",True,True,True,Rural-INSTAGRAM
52,female,192:00:00,INSTAGRAM,Sports,United States,Sub_Urban,Student,"$12,860",True,True,True,Sub_Urban-INSTAGRAM
36,male,48:00:00,YOUTUBE,Sports,United States,Rural,Software Engineer,"$18,428",False,True,False,Rural-YOUTUBE
37,male,48:00:00,INSTAGRAM,Travel,Australia,Sub_Urban,Marketer Manager,"$19,336",True,True,False,Sub_Urban-INSTAGRAM
35,male,72:00:00,INSTAGRAM,Travel,Australia,Rural,Software Engineer,"$13,253",False,False,False,Rural-INSTAGRAM
64,male,72:00:00,FACEBOOK,Sports,United States,Urban,Student,"$13,782",False,False,True,Urban-FACEBOOK
58,male,24:00:00,INSTAGRAM,Sports,United States,Urban,Software Engineer,"$16,957",False,False,False,Urban-INSTAGRAM
31,female,72:00:00,YOUTUBE,Travel,United Kingdom,Rural,Marketer Manager,"$10,766",True,True,True,Rural-YOUTUBE
32,male,144:00:00,FACEBOOK,Lifestlye,Australia,Rural,Software Engineer,"$12,681",False,False,True,Rural-FACEBOOK
48,female,192:00:00,YOUTUBE,Travel,United Kingdom,Urban,Student,"$17,710",False,True,True,Urban-YOUTUBE
18,male,144:00:00,FACEBOOK,Sports,United Kingdom,Rural,Student,"$17,482",True,False,True,Rural-FACEBOOK
20,non-binary,120:00:00,INSTAGRAM,Lifestlye,United Kingdom,Sub_Urban,Marketer Manager,"$15,086",True,True,False,Sub_Urban-INSTAGRAM
33,female,96:00:00,FACEBOOK,Sports,United States,Sub_Urban,Student,"$17,964",False,False,True,Sub_Urban-FACEBOOK
40,non-binary,72:00:00,FACEBOOK,Lifestlye,United Kingdom,Sub_Urban,Software Engineer,"$12,665",True,False,True,Sub_Urban-FACEBOOK
28,female,96:00:00,INSTAGRAM,Sports,United Kingdom,Sub_Urban,Software Engineer,"$19,951",True,False,False,Sub_Urban-INSTAGRAM
29,non-binary,168:00:00,INSTAGRAM,Lifestlye,United States,Sub_Urban,Software Engineer,"$13,513",False,True,False,Sub_Urban-INSTAGRAM
27,male,24:00:00,YOUTUBE,Lifestlye,Australia,Rural,Student,"$10,495",False,True,False,Rural-YOUTUBE
49,male,168:00:00,YOUTUBE,Sports,Australia,Rural,Software Engineer,"$15,822",False,True,True,Rural-YOUTUBE
33,male,24:00:00,INSTAGRAM,Lifestlye,United Kingdom,Sub_Urban,Software Engineer,"$12,072",True,False,False,Sub_Urban-INSTAGRAM
25,female,48:00:00,INSTAGRAM,Travel,United States,Rural,Software Engineer,"$17,795",True,True,True,Rural-INSTAGRAM
55,non-binary,96:00:00,INSTAGRAM,Sports,Australia,Rural,Marketer Manager,"$18,529",True,True,True,Rural-INSTAGRAM
29,male,24:00:00,FACEBOOK,Travel,United Kingdom,Sub_Urban,Student,"$13,949",False,True,False,Sub_Urban-FACEBOOK
41,non-binary,216:00:00,FACEBOOK,Sports,United Kingdom,Rural,Student,"$16,033",True,True,False,Rural-FACEBOOK
45,non-binary,144:00:00,FACEBOOK,Lifestlye,United States,Rural,Student,"$18,328",True,True,False,Rural-FACEBOOK
25,male,24:00:00,INSTAGRAM,Lifestlye,United Kingdom,Rural,Marketer Manager,"$12,555",False,True,True,Rural-INSTAGRAM
45,male,24:00:00,YOUTUBE,Lifestlye,Australia,Sub_Urban,Student,"$16,370",False,False,True,Sub_Urban-YOUTUBE
53,non-binary,144:00:00,INSTAGRAM,Sports,United States,Rural,Marketer Manager,"$14,415",False,False,True,Rural-INSTAGRAM
43,male,96:00:00,FACEBOOK,Travel,Australia,Urban,Marketer Manager,"$15,959",True,True,True,Urban-FACEBOOK
25,male,96:00:00,FACEBOOK,Travel,Australia,Urban,Student,"$19,107",False,False,True,Urban-FACEBOOK
45,male,144:00:00,INSTAGRAM,Sports,Australia,Sub_Urban,Software Engineer,"$15,993",True,False,True,Sub_Urban-INSTAGRAM
45,female,168:00:00,INSTAGRAM,Sports,United Kingdom,Urban,Software Engineer,"$15,021",True,True,False,Urban-INSTAGRAM
54,non-binary,216:00:00,FACEBOOK,Travel,United Kingdom,Sub_Urban,Student,"$12,907",False,True,True,Sub_Urban-FACEBOOK
58,non-binary,120:00:00,FACEBOOK,Travel,Australia,Urban,Student,"$12,914",False,False,False,Urban-FACEBOOK
53,female,216:00:00,FACEBOOK,Travel,Australia,Urban,Marketer Manager,"$13,870",False,True,False,Urban-FACEBOOK
44,non-binary,96:00:00,INSTAGRAM,Travel,United States,Urban,Student,"$19,190",False,False,False,Urban-INSTAGRAM
34,male,48:00:00,FACEBOOK,Sports,United States,Sub_Urban,Marketer Manager,"$15,085",False,False,False,Sub_Urban-FACEBOOK
26,non-binary,72:00:00,FACEBOOK,Sports,United Kingdom,Sub_Urban,Student,"$16,546",True,False,False,Sub_Urban-FACEBOOK
50,male,24:00:00,YOUTUBE,Lifestlye,United Kingdom,Rural,Software Engineer,"$10,395",True,True,True,Rural-YOUTUBE
37,female,144:00:00,INSTAGRAM,Travel,United States,Sub_Urban,Software Engineer,"$10,938",True,False,True,Sub_Urban-INSTAGRAM
30,male,144:00:00,YOUTUBE,Lifestlye,Australia,Urban,Student,"$19,828",False,True,True,Urban-YOUTUBE
45,non-binary,24:00:00,YOUTUBE,Sports,United Kingdom,Urban,Marketer Manager,"$12,510",True,True,True,Urban-YOUTUBE
46,non-binary,72:00:00,FACEBOOK,Sports,Australia,Sub_Urban,Software Engineer,"$14,636",False,True,False,Sub_Urban-FACEBOOK
30,non-binary,120:00:00,INSTAGRAM,Lifestlye,United States,Sub_Urban,Marketer Manager,"$11,649",False,True,False,Sub_Urban-INSTAGRAM
63,female,72:00:00,FACEBOOK,Travel,United Kingdom,Sub_Urban,Student,"$13,690",True,True,False,Sub_Urban-FACEBOOK
52,female,72:00:00,INSTAGRAM,Travel,United Kingdom,Rural,Student,"$13,435",True,False,True,Rural-INSTAGRAM
23,non-binary,72:00:00,YOUTUBE,Travel,United States,Urban,Software Engineer,"$13,201",False,True,True,Urban-YOUTUBE
35,male,120:00:00,INSTAGRAM,Travel,United Kingdom,Rural,Student,"$14,179",True,True,True,Rural-INSTAGRAM
22,female,120:00:00,FACEBOOK,Lifestlye,United States,Rural,Software Engineer,"$18,405",False,True,True,Rural-FACEBOOK
64,non-binary,96:00:00,FACEBOOK,Lifestlye,United Kingdom,Urban,Marketer Manager,"$13,237",True,True,False,Urban-FACEBOOK
42,non-binary,24:00:00,FACEBOOK,Sports,United States,Urban,Software Engineer,"$13,862",True,True,False,Urban-FACEBOOK
19,female,120:00:00,INSTAGRAM,Travel,United Kingdom,Sub_Urban,Software Engineer,"$10,058",True,False,True,Sub_Urban-INSTAGRAM
27,female,120:00:00,YOUTUBE,Travel,Australia,Sub_Urban,Marketer Manager,"$14,938",True,True,True,Sub_Urban-YOUTUBE
47,female,96:00:00,YOUTUBE,Travel,Australia,Rural,Software Engineer,"$12,971",True,True,False,Rural-YOUTUBE
62,male,144:00:00,INSTAGRAM,Lifestlye,Australia,Sub_Urban,Software Engineer,"$19,719",False,False,False,Sub_Urban-INSTAGRAM
22,male,96:00:00,FACEBOOK,Travel,United Kingdom,Sub_Urban,Student,"$18,314",True,True,False,Sub_Urban-FACEBOOK
50,non-binary,168:00:00,YOUTUBE,Lifestlye,United Kingdom,Urban,Marketer Manager,"$19,628",True,False,False,Urban-YOUTUBE
18,female,168:00:00,FACEBOOK,Travel,Australia,Urban,Software Engineer,"$19,354",True,False,True,Urban-FACEBOOK
35,male,48:00:00,INSTAGRAM,Travel,Australia,Sub_Urban,Marketer Manager,"$13,345",False,False,False,Sub_Urban-INSTAGRAM
49,female,72:00:00,FACEBOOK,Sports,United States,Urban,Marketer Manager,"$12,486",False,False,False,Urban-FACEBOOK
64,non-binary,24:00:00,YOUTUBE,Travel,United States,Sub_Urban,Software Engineer,"$10,561",False,True,False,Sub_Urban-YOUTUBE
28,male,192:00:00,YOUTUBE,Travel,United States,Urban,Student,"$13,981",False,True,False,Urban-YOUTUBE
38,male,216:00:00,FACEBOOK,Sports,Australia,Urban,Marketer Manager,"$16,261",False,False,True,Urban-FACEBOOK
43,male,96:00:00,INSTAGRAM,Lifestlye,Australia,Urban,Software Engineer,"$11,737",True,False,True,Urban-INSTAGRAM
42,non-binary,144:00:00,FACEBOOK,Lifestlye,Australia,Urban,Marketer Manager,"$19,096",True,True,True,Urban-FACEBOOK
39,female,216:00:00,INSTAGRAM,Travel,United States,Sub_Urban,Student,"$13,554",True,False,True,Sub_Urban-INSTAGRAM
44,male,144:00:00,FACEBOOK,Lifestlye,United Kingdom,Rural,Student,"$19,918",False,False,True,Rural-FACEBOOK
30,non-binary,216:00:00,YOUTUBE,Travel,Australia,Urban,Student,"$19,126",False,False,True,Urban-YOUTUBE
50,female,96:00:00,INSTAGRAM,Sports,United Kingdom,Sub_Urban,Software Engineer,"$17,095",True,True,False,Sub_Urban-INSTAGRAM
51,non-binary,192:00:00,INSTAGRAM,Sports,United Kingdom,Sub_Urban,Software Engineer,"$18,266",False,False,False,Sub_Urban-INSTAGRAM
58,female,216:00:00,INSTAGRAM,Travel,United Kingdom,Urban,Student,"$10,294",False,True,False,Urban-INSTAGRAM
52,non-binary,96:00:00,YOUTUBE,Sports,United States,Rural,Software Engineer,"$18,212",False,True,False,Rural-YOUTUBE
18,female,120:00:00,FACEBOOK,Sports,United Kingdom,Urban,Student,"$19,230",True,True,True,Urban-FACEBOOK
38,male,192:00:00,YOUTUBE,Travel,Australia,Sub_Urban,Software Engineer,"$15,330",True,False,False,Sub_Urban-YOUTUBE
23,female,144:00:00,INSTAGRAM,Travel,United States,Rural,Student,"$14,655",False,False,True,Rural-INSTAGRAM
45,non-binary,168:00:00,FACEBOOK,Sports,Australia,Sub_Urban,Marketer Manager,"$11,109",False,True,False,Sub_Urban-FACEBOOK
34,non-binary,72:00:00,YOUTUBE,Lifestlye,Australia,Urban,Student,"$13,771",False,True,False,Urban-YOUTUBE
22,female,168:00:00,INSTAGRAM,Lifestlye,United States,Rural,Student,"$18,563",False,True,False,Rural-INSTAGRAM
48,male,192:00:00,INSTAGRAM,Travel,Australia,Sub_Urban,Software Engineer,"$16,123",True,False,True,Sub_Urban-INSTAGRAM
22,male,144:00:00,YOUTUBE,Travel,Australia,Sub_Urban,Software Engineer,"$17,647",False,False,False,Sub_Urban-YOUTUBE
55,female,216:00:00,YOUTUBE,Lifestlye,United States,Sub_Urban,Software Engineer,"$11,174",True,True,True,Sub_Urban-YOUTUBE
20,female,144:00:00,YOUTUBE,Sports,Australia,Urban,Software Engineer,"$11,164",True,True,True,Urban-YOUTUBE
40,non-binary,216:00:00,INSTAGRAM,Lifestlye,United Kingdom,Rural,Software Engineer,"$19,284",True,False,False,Rural-INSTAGRAM
54,male,96:00:00,YOUTUBE,Lifestlye,Australia,Urban,Software Engineer,"$19,475",False,True,True,Urban-YOUTUBE
54,female,192:00:00,INSTAGRAM,Lifestlye,United Kingdom,Urban,Marketer Manager,"$19,037",True,False,True,Urban-INSTAGRAM
27,male,96:00:00,YOUTUBE,Lifestlye,Australia,Urban,Student,"$18,712",True,False,False,Urban-YOUTUBE
27,female,48:00:00,INSTAGRAM,Travel,United States,Rural,Student,"$14,466",False,True,False,Rural-INSTAGRAM
36,female,216:00:00,INSTAGRAM,Travel,United States,Urban,Student,"$15,538",False,True,False,Urban-INSTAGRAM
34,male,120:00:00,FACEBOOK,Sports,Australia,Urban,Marketer Manager,"$17,111",False,False,False,Urban-FACEBOOK
38,female,96:00:00,YOUTUBE,Sports,United States,Urban,Student,"$18,434",True,False,False,Urban-YOUTUBE
31,female,48:00:00,YOUTUBE,Sports,Australia,Urban,Marketer Manager,"$12,800",False,False,False,Urban-YOUTUBE
26,non-binary,24:00:00,INSTAGRAM,Sports,United States,Sub_Urban,Marketer Manager,"$14,607",True,False,True,Sub_Urban-INSTAGRAM
63,female,168:00:00,INSTAGRAM,Lifestlye,United Kingdom,Urban,Marketer Manager,"$17,262",True,False,False,Urban-INSTAGRAM
18,female,144:00:00,INSTAGRAM,Travel,Australia,Sub_Urban,Student,"$11,541",False,True,False,Sub_Urban-INSTAGRAM
62,female,48:00:00,FACEBOOK,Travel,United Kingdom,Urban,Marketer Manager,"$12,765",True,False,True,Urban-FACEBOOK
30,non-binary,192:00:00,FACEBOOK,Sports,United Kingdom,Rural,Student,"$14,491",True,False,False,Rural-FACEBOOK
21,male,96:00:00,INSTAGRAM,Sports,Australia,Sub_Urban,Student,"$13,083",True,False,True,Sub_Urban-INSTAGRAM
18,non-binary,192:00:00,YOUTUBE,Lifestlye,United Kingdom,Sub_Urban,Software Engineer,"$15,356",True,True,False,Sub_Urban-YOUTUBE
57,non-binary,168:00:00,YOUTUBE,Lifestlye,Australia,Sub_Urban,Software Engineer,"$11,857",False,True,False,Sub_Urban-YOUTUBE
49,male,120:00:00,FACEBOOK,Sports,United Kingdom,Sub_Urban,Marketer Manager,"$10,769",True,False,True,Sub_Urban-FACEBOOK
51,non-binary,192:00:00,FACEBOOK,Travel,Australia,Rural,Marketer Manager,"$11,422",False,False,False,Rural-FACEBOOK
45,male,216:00:00,INSTAGRAM,Travel,Australia,Urban,Student,"$18,598",True,True,True,Urban-INSTAGRAM
48,non-binary,120:00:00,YOUTUBE,Travel,United States,Sub_Urban,Marketer Manager,"$12,972",True,True,False,Sub_Urban-YOUTUBE
25,male,120:00:00,INSTAGRAM,Sports,Australia,Rural,Marketer Manager,"$11,872",False,True,False,Rural-INSTAGRAM
56,female,48:00:00,FACEBOOK,Travel,Australia,Sub_Urban,Student,"$15,599",True,True,True,Sub_Urban-FACEBOOK
43,non-binary,120:00:00,YOUTUBE,Lifestlye,United Kingdom,Urban,Marketer Manager,"$12,269",True,False,False,Urban-YOUTUBE
51,non-binary,72:00:00,YOUTUBE,Lifestlye,Australia,Sub_Urban,Marketer Manager,"$15,275",True,True,False,Sub_Urban-YOUTUBE
20,non-binary,168:00:00,FACEBOOK,Sports,United States,Rural,Student,"$14,749",True,False,True,Rural-FACEBOOK
29,non-binary,120:00:00,INSTAGRAM,Lifestlye,United Kingdom,Urban,Student,"$16,571",True,False,False,Urban-INSTAGRAM
18,female,192:00:00,INSTAGRAM,Sports,United Kingdom,Rural,Software Engineer,"$19,373",True,True,True,Rural-INSTAGRAM
61,non-binary,24:00:00,YOUTUBE,Travel,United States,Urban,Student,"$15,072",False,True,False,Urban-YOUTUBE
22,female,72:00:00,FACEBOOK,Travel,United Kingdom,Urban,Software Engineer,"$19,631",False,True,True,Urban-FACEBOOK
47,female,72:00:00,YOUTUBE,Travel,United Kingdom,Urban,Marketer Manager,"$15,463",False,True,False,Urban-YOUTUBE
47,female,216:00:00,FACEBOOK,Lifestlye,United Kingdom,Sub_Urban,Student,"$17,450",True,False,True,Sub_Urban-FACEBOOK
34,female,120:00:00,INSTAGRAM,Sports,United Kingdom,Rural,Student,"$18,420",True,False,True,Rural-INSTAGRAM
64,male,216:00:00,FACEBOOK,Travel,United States,Rural,Student,"$13,959",True,False,False,Rural-FACEBOOK
40,male,216:00:00,INSTAGRAM,Sports,United States,Rural,Marketer Manager,"$11,313",False,True,False,Rural-INSTAGRAM
32,non-binary,24:00:00,FACEBOOK,Travel,United Kingdom,Urban,Software Engineer,"$17,847",True,False,True,Urban-FACEBOOK
54,male,48:00:00,YOUTUBE,Lifestlye,United Kingdom,Sub_Urban,Marketer Manager,"$11,070",False,True,False,Sub_Urban-YOUTUBE
38,male,120:00:00,INSTAGRAM,Lifestlye,United States,Urban,Marketer Manager,"$19,166",True,False,True,Urban-INSTAGRAM
31,non-binary,96:00:00,YOUTUBE,Sports,United States,Rural,Student,"$19,930",True,True,False,Rural-YOUTUBE
19,non-binary,216:00:00,YOUTUBE,Lifestlye,United States,Sub_Urban,Software Engineer,"$13,285",True,False,False,Sub_Urban-YOUTUBE
28,non-binary,168:00:00,INSTAGRAM,Lifestlye,United Kingdom,Sub_Urban,Marketer Manager,"$18,949",False,False,True,Sub_Urban-INSTAGRAM
56,male,144:00:00,INSTAGRAM,Sports,United Kingdom,Sub_Urban,Student,"$13,095",True,True,True,Sub_Urban-INSTAGRAM
55,male,168:00:00,YOUTUBE,Travel,Australia,Rural,Marketer Manager,"$10,320",False,False,False,Rural-YOUTUBE
51,non-binary,24:00:00,YOUTUBE,Lifestlye,United States,Sub_Urban,Marketer Manager,"$12,321",True,False,False,Sub_Urban-YOUTUBE
55,female,24:00:00,YOUTUBE,Sports,United Kingdom,Sub_Urban,Student,"$10,555",True,True,False,Sub_Urban-YOUTUBE
51,non-binary,192:00:00,YOUTUBE,Lifestlye,United States,Urban,Student,"$14,939",False,True,False,Urban-YOUTUBE
35,female,48:00:00,INSTAGRAM,Lifestlye,United Kingdom,Urban,Software Engineer,"$15,432",True,True,False,Urban-INSTAGRAM
47,female,216:00:00,INSTAGRAM,Lifestlye,United States,Sub_Urban,Marketer Manager,"$11,386",True,True,True,Sub_Urban-INSTAGRAM
32,non-binary,168:00:00,YOUTUBE,Lifestlye,United Kingdom,Sub_Urban,Student,"$14,763",True,True,False,Sub_Urban-YOUTUBE
44,non-binary,144:00:00,FACEBOOK,Sports,Australia,Urban,Student,"$16,854",True,False,False,Urban-FACEBOOK
51,non-binary,24:00:00,FACEBOOK,Sports,Australia,Urban,Software Engineer,"$17,637",False,True,True,Urban-FACEBOOK
55,male,24:00:00,INSTAGRAM,Sports,United States,Urban,Software Engineer,"$14,841",False,False,True,Urban-INSTAGRAM
50,female,48:00:00,YOUTUBE,Lifestlye,United Kingdom,Rural,Student,"$13,867",True,False,True,Rural-YOUTUBE
41,male,144:00:00,YOUTUBE,Lifestlye,United Kingdom,Rural,Software Engineer,"$13,793",True,True,False,Rural-YOUTUBE
32,male,144:00:00,INSTAGRAM,Lifestlye,United States,Urban,Student,"$17,373",False,False,True,Urban-INSTAGRAM
47,non-binary,48:00:00,FACEBOOK,Sports,United Kingdom,Sub_Urban,Marketer Manager,"$12,513",True,False,True,Sub_Urban-FACEBOOK
59,male,24:00:00,FACEBOOK,Lifestlye,United States,Urban,Software Engineer,"$13,803",False,True,True,Urban-FACEBOOK
34,non-binary,120:00:00,FACEBOOK,Travel,United Kingdom,Rural,Marketer Manager,"$12,327",True,False,True,Rural-FACEBOOK
22,female,120:00:00,INSTAGRAM,Lifestlye,United States,Sub_Urban,Marketer Manager,"$18,809",False,True,False,Sub_Urban-INSTAGRAM
46,non-binary,48:00:00,FACEBOOK,Travel,United Kingdom,Rural,Marketer Manager,"$12,165",False,True,False,Rural-FACEBOOK
21,male,144:00:00,INSTAGRAM,Lifestlye,United States,Sub_Urban,Student,"$13,308",False,True,False,Sub_Urban-INSTAGRAM
27,male,216:00:00,INSTAGRAM,Sports,United Kingdom,Rural,Marketer Manager,"$16,452",False,False,True,Rural-INSTAGRAM
34,non-binary,48:00:00,YOUTUBE,Lifestlye,Australia,Sub_Urban,Marketer Manager,"$18,067",True,False,True,Sub_Urban-YOUTUBE
27,non-binary,48:00:00,FACEBOOK,Travel,United Kingdom,Sub_Urban,Marketer Manager,"$17,642",True,False,True,Sub_Urban-FACEBOOK
34,male,72:00:00,INSTAGRAM,Travel,United States,Sub_Urban,Student,"$16,404",False,False,True,Sub_Urban-INSTAGRAM
37,female,168:00:00,FACEBOOK,Lifestlye,Australia,Sub_Urban,Marketer Manager,"$10,992",False,True,True,Sub_Urban-FACEBOOK
41,female,144:00:00,FACEBOOK,Travel,United Kingdom,Rural,Marketer Manager,"$15,424",False,False,True,Rural-FACEBOOK
22,non-binary,192:00:00,YOUTUBE,Travel,Australia,Rural,Software Engineer,"$19,569",False,True,False,Rural-YOUTUBE
51,female,192:00:00,FACEBOOK,Sports,United Kingdom,Sub_Urban,Student,"$14,381",True,False,False,Sub_Urban-FACEBOOK
23,male,144:00:00,YOUTUBE,Lifestlye,Australia,Sub_Urban,Marketer Manager,"$13,174",False,False,True,Sub_Urban-YOUTUBE
19,non-binary,72:00:00,INSTAGRAM,Lifestlye,United States,Rural,Software Engineer,"$14,782",False,False,False,Rural-INSTAGRAM
30,male,72:00:00,FACEBOOK,Lifestlye,United Kingdom,Sub_Urban,Student,"$19,497",False,False,True,Sub_Urban-FACEBOOK
60,male,24:00:00,INSTAGRAM,Travel,United Kingdom,Sub_Urban,Student,"$15,560",False,False,True,Sub_Urban-INSTAGRAM
60,female,168:00:00,FACEBOOK,Lifestlye,United States,Sub_Urban,Student,"$17,460",False,True,False,Sub_Urban-FACEBOOK
28,non-binary,120:00:00,INSTAGRAM,Lifestlye,Australia,Urban,Student,"$13,078",False,False,True,Urban-INSTAGRAM
64,non-binary,96:00:00,FACEBOOK,Sports,United States,Sub_Urban,Student,"$12,983",False,False,False,Sub_Urban-FACEBOOK
40,female,96:00:00,FACEBOOK,Sports,United States,Urban,Student,"$17,259",True,False,True,Urban-FACEBOOK
33,male,96:00:00,FACEBOOK,Sports,Australia,Sub_Urban,Marketer Manager,"$16,054",False,False,True,Sub_Urban-FACEBOOK
48,male,144:00:00,FACEBOOK,Travel,United States,Rural,Marketer Manager,"$12,523",False,True,False,Rural-FACEBOOK
28,male,192:00:00,FACEBOOK,Lifestlye,United Kingdom,Urban,Marketer Manager,"$19,677",False,False,True,Urban-FACEBOOK
33,male,192:00:00,FACEBOOK,Sports,United Kingdom,Urban,Marketer Manager,"$14,581",True,True,True,Urban-FACEBOOK
25,non-binary,120:00:00,FACEBOOK,Sports,United Kingdom,Sub_Urban,Software Engineer,"$15,609",True,False,True,Sub_Urban-FACEBOOK
21,non-binary,144:00:00,FACEBOOK,Sports,United States,Sub_Urban,Marketer Manager,"$12,001",True,True,False,Sub_Urban-FACEBOOK
57,female,96:00:00,FACEBOOK,Lifestlye,United Kingdom,Urban,Student,"$11,387",False,True,True,Urban-FACEBOOK
21,female,216:00:00,INSTAGRAM,Lifestlye,United Kingdom,Rural,Marketer Manager,"$16,552",False,True,True,Rural-INSTAGRAM
42,non-binary,192:00:00,YOUTUBE,Lifestlye,United Kingdom,Rural,Marketer Manager,"$11,030",False,True,True,Rural-YOUTUBE
20,non-binary,24:00:00,FACEBOOK,Travel,United Kingdom,Sub_Urban,Student,"$19,957",True,True,False,Sub_Urban-FACEBOOK
49,male,48:00:00,YOUTUBE,Travel,United Kingdom,Rural,Marketer Manager,"$11,220",False,False,False,Rural-YOUTUBE
20,male,216:00:00,FACEBOOK,Sports,United Kingdom,Rural,Marketer Manager,"$16,035",True,True,False,Rural-FACEBOOK
44,female,192:00:00,FACEBOOK,Lifestlye,United States,Sub_Urban,Marketer Manager,"$19,810",True,False,False,Sub_Urban-FACEBOOK
46,non-binary,72:00:00,INSTAGRAM,Sports,United Kingdom,Rural,Software Engineer,"$19,455",True,True,False,Rural-INSTAGRAM
49,female,192:00:00,INSTAGRAM,Lifestlye,United Kingdom,Sub_Urban,Marketer Manager,"$16,523",True,True,True,Sub_Urban-INSTAGRAM
36,non-binary,24:00:00,YOUTUBE,Lifestlye,Australia,Urban,Student,"$18,074",True,False,False,Urban-YOUTUBE
